,path,kappa
0,sc4772g0.npz,0.4437441987836874
1,sc4801g0.npz,0.6478514550744224
2,sc4802g0.npz,0.5729972756424386
3,sc4811g0.npz,0.7327644375604139
4,sc4812g0.npz,0.7095391382554772
5,sc4821g0.npz,0.7942669840597231
6,sc4822g0.npz,0.6206413988593722
