,path,accuracy
0,sc4772g0.npz,0.7743086218833923
1,sc4801g0.npz,0.8114635944366455
2,sc4802g0.npz,0.7914590835571289
3,sc4811g0.npz,0.839716911315918
4,sc4812g0.npz,0.8690969347953796
5,sc4821g0.npz,0.8996692299842834
6,sc4822g0.npz,0.7889679670333862
