,path,accuracy
0,sc4772g0.npz,0.7114183306694031
1,sc4801g0.npz,0.8839221000671387
2,sc4802g0.npz,0.8658363223075867
3,sc4811g0.npz,0.8838467597961426
4,sc4812g0.npz,0.8661972284317017
5,sc4821g0.npz,0.905181884765625
6,sc4822g0.npz,0.8868327736854553
