,path,kappa
0,sc4772g0.npz,0.3726021259074206
1,sc4801g0.npz,0.7668577179761107
2,sc4802g0.npz,0.7033452868536851
3,sc4811g0.npz,0.7884338482860078
4,sc4812g0.npz,0.6926812752913967
5,sc4821g0.npz,0.798745661460467
6,sc4822g0.npz,0.7538488152744967
